Pitch,Summary
Joey__BFIT__SIR.pdf,"Detailed Summary:

Basic-Fit N.V. (BFIT.AS) is a Netherlands-based fitness gym with more than 2.45 million members and 1,081 fitness centers, offering comfort and premium membership pricing models. The company has seen significant growth in various European markets, with expansion plans in place. The stock IPO'd in 2016 and has maintained an elevated number of new memberships post-lockdowns. Basic-Fit aims to provide accessible gym membership to Millennials and Gen Z.

The long thesis includes market growth potential in Europe, with underpenetrated gym market compared to the US, high returns on investment per gym, and a competitive moat due to its pricing strategy and market entrance tactics. Basic-Fit charges lower fees compared to the European average, attracting new members and creating its own demand. The company's strategy of entering urban areas with multiple clubs at once helps capture market share rapidly and at a low cost.

Catalysts for predicted gains include expansion targets, entering new markets like Germany, and a strong fan base. Risks include management's ability to sustain growth and significant leverage, mitigated by historical growth performance and strong free cash flow projections.

The current share price of Basic-Fit N.V. is €40.468, with a price target of €176, offering an 18% upside potential IRR. The company's strong market position, growth prospects, and competitive advantage make it an attractive investment opportunity."
Joey__INST__SIR.pdf,"Instructure Holdings, Inc. (NYSE: INST) is currently trading at $19.55 per share with a 5-year price target of $48, offering an IRR of 20% and a total upside potential of 143%. The team involved in analyzing this investment opportunity includes Joey Hsia, Daniel Berk, Allie Oh, David Zhang, Arthur Macedo, and Savvy Raghuvanshi.

1. Company Overview:
- Instructure is a cloud-learning management software developer known for its LMS system Canvas.
- The company has two main revenue streams: subscription and support revenue from SaaS, and professional services revenues.
- Ownership changed in March 2021 when Instructure was acquired by PE firm Thoma Bravo.

2. Industry Overview:
- The LMS market is estimated to be in the mid-teen billions with a projected CAGR of 19.1% till 2026.
- Instructure's Canvas holds a significant market share in both higher education and K-12 institutions.
- The industry is seeing growth due to the shift towards full-fledged LMS platforms post-COVID.

3. Long Thesis I: Best Choice for LMS:
- Instructure's Canvas offers better capabilities, UI/UX, and customer service compared to competitors.
- Features like analytics, interface design, and cloud-native technology set Canvas apart from other LMS platforms.

4. Long Thesis II: Strategic Synergies and Acquisitions:
- Instructure has made strategic acquisitions like Impact by Instructure and Certica to enhance its offerings and customer experience.
- These acquisitions provide guided user experiences, analytics solutions, and actionable data for educators.

5. Long Thesis III: Maturing Sales Channels:
- Instructure's sales channels are maturing, leading to a potential decline in marketing costs and improved margins.
- The company is focusing on organic growth and customer retention through its strong brand awareness and reputation.

6. Catalysts:
- New customer wins and successful acquisitions can drive growth and market share gains for Instructure.
- Mitigating factors include employee turnover and potential decreases in school funding post-COVID.

Overall, the analysis suggests that Instructure Holdings, Inc. presents a compelling investment opportunity with significant upside potential in the LMS industry."
Jonathan__SHOP__SIR.pdf,"Company Overview:

- Shopify Inc. is a Canadian multinational e-commerce company founded in 2006 by Tobias Lütke and Scott Lake, headquartered in Ottawa, Ontario.
- The company employs around 7000 people and is looking to hire 2000 more engineers in the coming year.
- Shopify is a leading provider of essential internet infrastructure for commerce, offering tools to start, grow, market, and manage retail businesses of any size.
- The company earns money through subscription solutions and merchant solutions.
- Shopify stock IPO'd in 2016 at $28 per share, raised over $131 million.
- During the Covid pandemic, Shopify saw an increase in new subscribers and Gross Merchandise Volume.
- Over the last year, SHOP stock price has sold off by more than 50%.

Industry Overview:

- The United States e-commerce market is strong due to the Covid pandemic and continued shift to e-commerce.
- International markets have seen similar growth.

Competitor Overview:

- Shopify processes the largest Gross Merchandise Volume among its main competitors.
- Competitors include Bigcommerce, Wix, GoDaddy, and SquareSpace.

Thesis:

1. Fulfillment Network Improves Take Rate:
- The biggest near-term opportunity for take rate expansion at Shopify is the Shopify Fulfillment Network (SFN).
- SFN aims to provide 2-day shipping coverage to more than 90% of the US population.
- Shopify is investing $1 billion on capex over 5 years to build out the Fulfillment network.

2. Full Stack Ecosystem Improvements lead to Growth:
- Shopify introduced Shopify Email and ShopPay to address IDFA headwinds.
- Shopify App Store offers thousands of plugins for merchants to build their businesses.
- Continued innovation leads to an improved Retail OS that addresses merchant pain points.

3. Improved Unit Economics Compared to Competitors:
- Shopify offers strong unit economics, demonstrated by its consistent LTV/CAC ratio compared to competitors.
- The company's ability to acquire and retain customers is strong.

Valuation:

- Key assumptions for valuation include 4.85m merchants by 2027, small increase in average price of plan, and continued growth in take rate.
- The current share price is $6505 with a price target of $1595.
- IRR is 19.7%.

Risks and Mitigants:

- Risks include e-commerce growth undershooting expectations, SFN difficulties, tightening monetary policy, and management growth.
- Mitigants include Shopify's expertise in the SME merchant market, potential for SFN growth, and the company's track record of success."
Jonathan__SQ__SIR.pdf,"Summary:

Company Overview:
Square, Inc. was founded in 2009 by Jack Dorsey and Jim McKelvey. They have expanded into software solutions for sellers of all sizes, offering integrated tools for managing inventory, payments, and financial services. Square aims to capture market share through mid-sized merchants and self-onboarding. The Cash App targets a population earning less than $100k, with potential for growth through the Cash App ecosystem.

Industry Overview:
Square faces competition from companies like Lightspeed, Clover, and Sum Up in the seller ecosystem. They offer a range of services including online stores, point of sale software, and invoicing. Square's revenue comes from transaction fees, hardware sales, and other services offered to businesses.

Thesis 1: Cash App Growth and High Retention Rate:
The Cash App is expected to grow due to the network effect and product expansion. Square aims to increase the percentage of Cash App activities using the Cash Card and boost retention rates through increased usage.

Thesis 2: Greater Desirability:
Square is becoming more desirable to mid-sized market companies as they expand their product offerings. The increase in Gross Payment Volume (GPV) indicates more transactions are being conducted through Square.

Thesis 3: Fintech Industry Convergence:
Square's acquisition of Afterpay signifies a move towards improved products and expansion. Afterpay's consumer and merchant base presents an opportunity for Square to drive growth across multiple strategic areas.

Risks & Mitigants:
Key risks include management continuity, regulatory obligations, and macroeconomic conditions. Square's ability to develop products, retain employees, and adapt to industry changes is crucial. Mitigants include a track record of growth and market expansion.

Overall, Square's growth potential lies in Cash App expansion, increased desirability among mid-sized companies, and industry convergence through strategic acquisitions. The company faces risks related to regulatory compliance and market conditions, but has shown resilience and growth in the past."
Jun-Yong__ARE__SIR.pdf,"Summary:
Current Share Price: $144.76
Target Price: $186.57 (33.61% ROI)
Jun-Yong Kim, Alex Fleury, Arjun Gobiraj, Daniel Wang, Henry Xuan, Zach Stack

Introduction:
ARE is an S&P 500 urban office REIT with a focus on life science tenants in major innovation hubs like Boston, NYC, and San Francisco. The company has a strong portfolio with high occupancy rates and half of its revenue coming from reputable companies like Pfizer and Moderna.

Company Overview:
ARE is undervalued due to its monopoly power in life science real estate and unique benefits compared to traditional offices. The company reinvests its cash flow into developing new properties, which could lead to dividend increases. Strong balance sheet mitigates concerns about rising interest rates.

Management Team:
ARE's management team has extensive experience in the industry, led by founder Joel S. Marcus. The team's expertise and long tenure at Alexandria contribute to the company's success.

Industry Overview:
The life science industry has seen significant growth with high capital investment, driving demand for specialized office spaces. ARE leads the market with a strong position, high barriers to entry, and low competition. The company's focus on life science office space gives it a competitive edge.

Theses:
ARE leverages industry strength to separate from competitors. The company's scale allows for space optimization and catering to the growing demand in the life science sector. Pricing power and project pipelines contribute to consistent cash flows and revenue growth. Strong liquidity and debt structure ensure financial stability and growth potential.

Comps & NAV:
The market undervalues ARE's operating assets compared to its market cap, indicating potential for growth. The Net Asset Value (NAV) per share is $186.57, representing a 33.61% premium over the current share price.

Risks & Mitigants:
Potential risks include rising interest rates, reduced tenant demand for office space, and geographical market risks. ARE mitigates these risks through secure leases, diversified developments, and strong relationships with clients. The company's fixed-rate debt and high credit ratings provide protection against economic uncertainties.

In conclusion, ARE presents a compelling investment opportunity with strong fundamentals, growth potential, and a dominant position in the life science real estate industry."
Jun-Yong__CPB__SIR.pdf,"Summary:
- The Campbell Soup Company has a price target of $66, with the current share price at $44.66.
- The company operates in the packaged foods market, with a strong presence in the US.
- Campbell's business model includes segments such as Americas Simple Meals and Beverages, and Global Biscuits and Snacks.
- The company has a strong domestic supply chain and holds 69% of the soup market share in the US.
- During the pandemic, Campbell's business grew significantly, with a shift towards quicker, simple meals and increased demand for on-the-go snacks.
- Campbell is expected to see margin expansion through cost-cutting measures, price increases, and synergies from acquisitions.
- The company has strategically offloaded less profitable businesses to pay off debt and acquire more profitable ventures.
- Risks for the company include adapting to market demands, increased labor and supply chain costs, significant debt, and competition.
- The valuation of Campbell Soup Company is based on a discounted cash flow (DCF) analysis.

This comprehensive overview provides insight into Campbell Soup Company's operations, growth potential, and potential risks in the market."
Jun-Yong__DLA__SIR.pdf,"Delta Apparel, Inc. (DLA) is a vertically integrated, international apparel company that designs, manufactures, and markets core activewear and lifestyle apparel products. The company is a market leader in the on-demand, digital print and fulfillment industry with DTG2Go's proprietary technology. DLA has plans to open 7 new stores in 2022 and aims to open 6-8 annually for the next several years. They sell through various channels including specialty shops, department stores, and direct-to-consumer through branded ecommerce sites. DLA's top stores have operating margins above 30% with sales exceeding $1.5 million. The company is expanding its brand presence outside of the American Southeast to the rest of the United States.

The upside potential for DLA is 90% with a price target of $54, compared to the current share price of $28.38. The company is led by SIR Director Jun-Yong Kim and members Ibraheem Khan, Jasmine Huang, Rohan Sheth, and Sarah Lao. DLA's digital print market opportunity has not been fully recognized by the market, leading to a mispricing of the stock. Despite its strong growth segments and investments in digital printing technology, DLA is trading at historically low multiples.

DLA's strong brand growth, social media initiatives, and partnerships with buyers have led to increased consumer engagement and higher-margin direct-to-consumer channels of distribution. The company's vertical integration allows it to weather supply chain disruptions and reduce exposure to global instability. DTG2Go, the company's digital printing service, offers growth opportunities as the market leader in direct digital printing. DLA's strategic advantages include agile supply chain networks, strong inventory turnaround rates, and exclusive NA-based supply chain.

However, there are risks involved in the apparel industry, such as competition from established brands and unpredictable consumer preferences. Additionally, international political and economic risks, as well as price fluctuations in raw materials, can impact DLA's operations. Valuation of DLA was conducted using a DCF and multiples analysis based on revenue forecasts and comparable companies in the industry. Overall, DLA's consistent growth and stable operating structure have been overlooked by the market, presenting a strong investment opportunity with significant upside potential."
Jun-Yong__MSFT__SIR.pdf,"Summary:
Current Share Price: $230.11
Target Price: $324.32 (40.94% ROI)

Microsoft is an S&P 500 technology corporation that offers software, hardware, and services to enhance productivity and create new opportunities. Revenue streams include product development, licensing, support, hardware sales, and online advertising. Cloud-based solutions follow a SaaS model, generating revenue through usage fees, advertising, and subscriptions. The business model is designed to maximize customer loyalty.

Reasons for Mispricing:
- Undervaluing Microsoft's industry strength and advancements in hardware and software
- Continual influence of Microsoft Office and other services anchoring customers to the business
- Strong balance sheet to weather downturns and benefit from market recovery
- Continued long-term growth prospects with strong cash flows

Direction of Firm:
- Advancing Cloud Momentum: Intelligent Cloud segment is key, with Azure momentum building on a shift to cloud computing
- Growth in Gaming: Launch of Xbox Series X and S consoles and acquisition of Activision Blizzard
- Expansion into the Metaverse: Ownership of HoloLens and partnership with QCOM for AR glasses

Industry Overview:
- Companies embracing cloud and service-based IT for innovation
- XaaS providers multiplying, leading to operational complexities
- Growing ESG pressure on tech companies to reduce environmental impact

Theses:
1. Cloud Momentum
2. Market Positioning and Wide Moat
3. Opportunity in the Gaming Market

Microsoft's Cloud Momentum:
- Azure showing increased momentum compared to AWS
- Intelligent Cloud segment revenue growth
- Cloud computing driving EBITDA improvement and IT spend

Microsoft's Market Position:
- Strong cash flows protected by entrenched businesses
- Resilient business model focused on productivity services
- Favorable revenues and projections, high margins, and strong cash holdings

Opportunity in the Gaming Market:
- Acquisition of Activision Blizzard expands Microsoft's market share
- Dominance in gaming console and mobile gaming markets
- Growth potential for Xbox Game Pass and Metaverse expansion

Competition, Risks & Mitigants:
- Increasing competition among platform-based ecosystems
- Focus on cloud-based services
- Risks of outages, data losses, and product flexibility
- Mitigants include platform agnosticism, developer partnerships, and robust infrastructure maintenance."
Kevin__FormulaOne__SIR.pdf,"The Formula One Group (NASDAQ: FWONK) is a UK-based conglomerate company that manages the highest level of international racing, founded in 1950 by Bernie Ecclestone. The company makes money from race promotion fees, broadcasting rights, advertising and sponsorships, and the Paddock club. FWONK stock IPO'd in 2016 and has been steadily growing, with a recent increase of 20% in share price at the start of the new racing season.

F1 has no direct competition and has a very strong moat. The sport has seen increased engagement and viewership, especially with the success of Netflix's show ""Drive to Survive"". F1 is the most watched annual sporting series in the world, with over 525 million viewers. The new Concorde agreement has capped team spending, fostering a more competitive environment.

The US market is experiencing significant growth in F1 viewership and social media trends. ESPN viewership has increased dramatically, and the sport is gaining a new audience rapidly. Netflix's impact through ""Drive to Survive"" has also contributed to the growth of F1 in the US.

FWONK is eyeing a more lucrative US broadcasting deal, as well as global deals trending upward. The company has negotiated a 50/50 split for every dollar earned over a certain threshold, providing significant EBITDA leverage. The Concorde Agreement has introduced budget caps to foster parity and boost viewership.

New management, led by Stefano Domenicali, is focused on rebranding F1 for a new generation, focusing on media and racing revenue, and investor-aligned capital allocation. The company has ramped up its social media presence and is targeting younger demographics for growth.

The stock price has already seen a jump with the start of the 2022 season, and there is significant opportunity for operating leverage given F1's strong moat. Catalysts for growth include aggressive stock buybacks and surpassing quarterly earning expectations.

Risks include difficulties in renewing or replacing contracts and potential competition from other motor sport events. However, F1's strong moat and expansion into new markets mitigate these risks.

Overall, FWONK is at an inflection point of growth, with increasing viewership, revenue, and bottom line expansion. The company's strong position in the market, new management strategy, and potential for future growth make it a compelling investment opportunity."
Kevin__Spotify__SIR.pdf,"Spotify, Inc. (NASDAQ: SPOT) is a Swedish-based audio streaming provider with 406 million monthly active users and 180 million paying subscribers, leading the market ahead of competitors such as Apple Music and Amazon Music. The company generates revenue from subscription fees and advertisements on music and podcasts. Despite recent stock price declines, Spotify's margin story is strong due to improved negotiating power with record labels and the growth of its podcasting business.

The industry overview shows that major global music streaming markets are experiencing significant growth, with subscription fees and advertisements as the main sources of revenue. Spotify controls about 32% of the global market share, with a focus on expanding its podcasting business to increase revenue and margins.

The long thesis highlights the growth flywheel of Spotify, showcasing its two-sided marketplace and market network effect. The company has also successfully navigated label negotiations, gaining leverage and expanding margins. Additionally, Spotify's strategic shift towards podcasting has led to exclusive deals and market-leading audience network, providing a moat against competitors.

Catalysts for Spotify include upcoming label negotiations, sustained profitability, and the potential for MAU growth. Risks such as artist exodus and the disappearance of COVID tailwinds are mitigated by Spotify's strategic positioning and diverse revenue streams.

In terms of valuation, Spotify's high operating leverage and growth projections suggest a strong potential for profitability. The company's focus on label negotiations, podcasting growth, and advertising expansion should drive future growth and increase shareholder value. Overall, Spotify remains an attractive investment opportunity with a positive long-term outlook."
