Pitch,Summary
Asher__Netflix__SIR.pdf,"Current Price (10/1/21): $613.50
Current Value (10/01/21): $280B

Netflix is described as a ""secular internet play"" by Reed Hastings, Co-CEO, who believes it has the potential to capture a significant portion of the global entertainment market. The company was founded in 1997 as a DVD rental service and later transitioned to online streaming. It currently has over 209 million subscribers in 190 countries, generating $26.392 billion in earnings in the financial year 2020-21.

Competitor Overview:
- Netflix dominates the video streaming industry with over 50% market share.
- The industry is expected to grow at a CAGR of 11.25%, reaching $108,508 million by 2025.
- Netflix faces competition from Disney+, Hulu, Amazon Prime, and YouTube Premium.

Thesis:
- An 18% 10-year IRR opportunity is projected for Netflix.
- Netflix is compared to a ""drug"" that creates emotional dependency and has the potential to captivate a global audience.
- The company is seen as a leader in the shift towards video-based entertainment.
- Netflix's culture, including investments in Indian content, is highlighted as a key differentiator.

Competitive Advantages:
- Netflix's scale, global distribution, and strong brand loyalty contribute to its competitive edge.
- The company's focus on long-form content and strategic decision-making are seen as strengths.
- Netflix's culture of talent density and technology utilization are key factors in its success.
- The company's ability to produce content efficiently and gain insights into subscriber preferences sets it apart from competitors.

Risks:
- Potential risks include competition from ads, short-form content, and gaming.
- The company's ability to maintain subscriber growth and profit margins is crucial for its long-term success.

Valuation:
- Modest assumptions suggest a 10-year IRR opportunity of 18% for Netflix.
- Different scenarios project valuations ranging from $460B to $2.5T, with potential IRRs between 6.6% and 24.4%.

The analysis concludes that Netflix has strong competitive advantages and growth potential, making it a compelling investment opportunity."
Asher__Twitter__SIR.pdf,"Summary:
- Current Price (11/17/21): $51.43
- Current Enterprise Value (11/17/21): $40B
- Current Fair Value: $40B - $80B
- A ""fake"" ad was deployed on 5 social platforms targeting males interested in gaming who follow @pokimanelol. Results showed varying engagement rates with TikTok performing the best.
- Twitter had 5x engagement compared to Facebook despite lacking controls in the ad campaign.
- Twitter's history includes the involvement of Jack Dorsey, who also founded Square.
- Twitter's high profile users include CEOs, politicians, and public figures.
- Twitter's durable competitive advantages include its algorithmically curated content, user lock-in, and differentiated supply.
- Risks for Twitter include competition from platforms like Snapchat and Instagram, politicized culture stifling innovation, and poor management.
- Twitter's ad products could potentially generate significant revenue growth if improved.
- In a base case scenario, Twitter has a reasonable probability of returning value to its owners in the long term."
Jonathan__NewRelic__SIR.pdf,"Current Share Price: $59.14
Target Price: $89.05 (50.57% ROI)

New Relic is an Application Performance Management (APM) SaaS company founded in 2007, providing real-time monitoring and telemetry solutions to over 17,000 customers. Their main product, New Relic One, offers three layers of intelligence, allowing companies to access telemetry information, receive issue recommendations, and resolve issues proactively. New Relic's solutions are platform-independent and can run on various cloud computing platforms.

The company's changing revenue model, consolidation of products, and recent tech selloff have caused investor overreaction, leading to a 27% drop from the year-to-date high. However, there have been no structural changes except for revenue changes, indicating potential mispricing.

SaaS industry has an estimated 11.7% CAGR, driven by cloud migration due to increased online interactions during the pandemic. The Cloud Monitoring/APM industry is expected to outpace the larger industry as the need for scalable security solutions rises.

New Relic's New Relic One platform, which consolidates their products, provides added value for customers and the business. The revenue model transition has resulted in slower revenue growth but is expected to increase long-term profitability once complete.

The era of digital transformation is a major tailwind for New Relic's growth, with growing demand for APM software and movement to the cloud. New Relic's competitive advantage lies in product consolidation and cheaper costs, leading to increased customer retention and scalability.

Overall, New Relic's focused strategy, product differentiation, and shift in revenue model position them well for future growth in the APM industry."
Kyle__Altice__SIR.pdf,"Altice (NYSE: ATUS) is currently trading at $17.51 with a 1-year price target of $25.23, representing a 37.2% return on investment. Altice USA, Inc. is the 4th largest cable provider in the US, offering broadband internet, cable, and cell phone services under the Optimum and Suddenlink brands. The company focuses on the Northeast and Southeast/Southwest regions. Altice has various revenue segments including broadband, video, telephony, business services, news, and mobile.

Altice has a strong network of companies and is continuously rethinking its capital allocation strategy to remain competitive. The company recently acquired top internet providers Optimum and Suddenlink, offering high-speed internet services at competitive prices. Altice also plans to expand its fiber network investments to disrupt main competitors like Google Fiber, Verizon, AT&T, Comcast, and Spectrum.

Altice offers flexibility in its service processes through 'FlexAbility' in internet/mobile plans, attracting a wide range of clients. Despite facing managerial risks and competition from Verizon Fios, Altice is adapting its strategies to drive market penetration. The company is also affected by potential FCC regulations on broadband pricing.

Altice's revenue segments show growth in broadband, news, and mobile services, with varying revenue shares. The company has historical growth in broadband and advertising revenues. Altice is trading at a discount compared to its peers and has large upside potential. The company's aggressive share buyback plan and undervalued assets suggest a potential re-rate in its multiples. 

Altice faces risks from managerial decisions, competition, and regulatory changes but has mitigants in place to address these challenges. The company's diverse business segments and strategic acquisitions position it for growth in the telecommunications sector."
Kyle__TakeTwo__SIR.pdf,"Summary: Take-Two Interactive Software, Inc. (NASDAQ: TTWO) is a leading developer, publisher, and marketer of interactive entertainment solutions worldwide. The company's major games include Grand Theft Auto, Red Dead Redemption, NBA 2K, and Borderlands. Take-Two operates under various labels such as Rockstar Games and 2K. The company's revenue breakdown shows a strong presence in the US and international markets, with a focus on digital online distribution and console platforms.

With a current stock price of $176.61 (as of 4/20/21) and a 5-year price target of $297.00, representing an 83.74% upside potential and 16.66% internal rate of return (IRR), Take-Two is positioned for growth. The company's revenue is driven by recurring consumer spending and full game sales, with microtransactions being a significant revenue driver, particularly through Grand Theft Auto Online.

Take-Two's strategic initiatives include a focus on high-quality gaming experiences, innovation, digital downloads, in-game purchases, mobile games, and expanding internationally. The company's competitive edge lies in its strong brand names, diverse game portfolio, and continuous innovation. Take-Two's growth initiatives align with industry trends, such as the increasing popularity of eSports and the shift towards mobile gaming.

In terms of valuation, Take-Two's high return on invested capital (ROIC) and strong growth prospects make it a favorable investment compared to competitors like Electronic Arts and Activision Blizzard. However, risks such as increased competition and revenue concentration in top titles exist, but the company's focus on high-quality content and the enduring appeal of its brands mitigate these risks.

Overall, Take-Two Interactive Software, Inc. stands out as a promising investment opportunity in the evolving and expanding video game industry."
Kyle__TSMC__SIR.pdf,"Summary:

TSMC is currently priced at $117.71 as of 3/31/21, with a 1-year price target of $141.74, indicating a 20.3% upside potential. The company, headquartered in Taiwan, is the world's most valuable semiconductor company and a major supplier to tech giants like Apple, Sony, Broadcom, and Qualcomm. TSMC's revenue segments include smartphones, high-performance computing, Internet of Things, automotive, and digital consumer electronics.

In terms of manufacturing technology, TSMC is a leader, having been the first to produce 7nm and 5nm chips. The company's advanced manufacturing infrastructure allows for rapid customization of chips to client specifications. TSMC's competitive advantages include the second-largest production capacity for semiconductor chips globally, with plans to expand further, including opening a new $17 billion plant in Arizona.

The semiconductor industry, in which TSMC operates, is characterized by the production of microchips powering various technologies such as smartphones, AI, blockchain, and IoT. TSMC's growth is expected to be driven by the auto segment and high-performance computing, with the company well-positioned to capture market share in these areas.

Despite concerns about competition from Samsung and Intel, TSMC's technological advantages, reputation for trustworthiness, and robust manufacturing processes position it as a dominant player in the semiconductor industry. Risks such as increased competition, supply chain disruptions, and regulation are being mitigated by TSMC's strong market position and strategic initiatives."
Kylie__CDON__SIR.pdf,"Summary of CDON AB (STO: CDON.ST):

- CDON is a Nordic online retailer that transitioned to a 3rd party marketplace model. It started in 1999 as an online electronics retailer and brands itself as a homegrown player. It was spun off from Nelly Group in November 2020 and is the first player at scale in the area with low e-commerce penetration in the Nordics. 
- As of April 22, 2021, the stock price is 594.00 kr with 5,991 shares outstanding and a market cap of 3,559. The enterprise value is 3,625 with EV/GMV at 1.5x, EV/Revenue at 4.8x, EV/GP at 14x, P/LTM FCF at 21x, and Forward P/E at 89x. Gross Margin is 31% and Net Margin is -0.7%.
- CDON has over 1,500 merchants, 8 million products, and 2.3 million active customers. It has a strong position in the underpenetrated market with more than 10% of the Nordic population having purchased from CDON in the last 12 months. The number of visits, orders, and active customers is growing 15% - 30% year over year.
- The company operates two business areas: CDON marketplace and CDON Retail. CDON marketplace is the core business and focus area, representing 70+% of total GMV. CDON retail mainly sells products not offered by external merchants. The retail segment currently represents less than 30% of total GMV.
- CDON has potential for growth as it is in a transition phase and has hidden potential from stock screeners and international investors. The company is focusing on increasing investor awareness and has opportunities for higher monetization through advertising revenue and subscription fees.
- The valuation model includes revenue assumptions based on the effective take rate and marketplace GMV growth. Risks include potential competition from Amazon, reliance on brand reputation, and tech issues."
Kylie__ENSG__SIR.pdf,"The Ensign Group (NASDAQ: ENSG) is a healthcare services provider that operates urgent care centers, mobile ancillary businesses, and various healthcare facilities. Ensign offers medical, nursing, rehabilitative, pharmacy, and routine services, as well as assisted and independent living facilities. They also provide occupational and physical therapists, medical social workers, and home health aide services. As of 4/1/2021, Ensign's stock price is $93.75 with a market cap of $4,924 million.

Ensign's key financials and multiples include an enterprise value of $4,803 million, EV/EBITDA of 21.5, EV/Revenue of 2.34, Forward P/E of 24.88, gross margin of 22.37%, EBIT margin of 9.29%, EBITDA margin of 11.56%, and net margin of 7.13%. The company's underestimated potential occupancy rates, cluster model, and aggressive acquisition strategy have contributed to improving unit economics rather than stifling organic growth.

Ensign's business overview focuses on providing post-acute healthcare services in the United States with a goal of setting a new industry standard for quality skilled nursing and rehabilitative care services. They operate 232 healthcare facilities in 15 states in the Western and Midwestern United States, with revenue primarily coming from Medicare and Medicaid programs. Ensign operates in two segments: Transitional and Skilled Services, and Real Estate.

XPO Smart™ is a tool used by Ensign that incorporates data science and machine learning to provide real-time predictive insights into resource allocation and cost reduction. The company's integrated operations, rapid growth, and successful acquisitions have positioned them as a unique player in the healthcare industry among competitors.

Ensign's focus on cluster models, strategic acquisitions, and improving unit economics have driven their sustained growth. Their disciplined acquisition strategy involves acquiring underperforming facilities and improving their clinical quality, staff competency, and financial performance. Ensign's revenue projections are based on their acquisition strategy, return to normal occupancy rates, and increasing demand for post-acute care services.

Overall, Ensign's cluster model, strategic acquisitions, improving unit economics, increasing occupancy rates, and community-driven approach have contributed to their sustainable outperformance in the healthcare industry. However, risks such as changes to Medicare and Medicaid reimbursement models, staff turnover, and lingering effects of COVID-19 pose potential challenges for the company. Ensign's unique incentive programs and focus on staff development help mitigate these risks and support their continued growth."
Kylie__NIO__SIR.pdf,"Summary:
Yishak Ali, Cory Gorczycki, Marla Blaesius, Mariya Shtiliyanova, and Dylan Hu are all working under the direction of SIR Director Kylie Simms. The stock price of NIO is $42.20 as of November 11, 2021. NIO is a company that offers premium smart electric vehicles and focuses on providing the best user experience. They have various business segments such as car sales, NIO House, NIO Power, and NIO Service. NIO is a leading smart electric vehicle producer in China, founded in 2014, with offices in multiple countries and offering several car models. The company operates in the electric vehicle industry specializing in premium SUVs. NIO has seen an increase in sales and has key competitors in the market.

Key Financials & Multiples:
- Market Cap: $71,002 million
- Shares Outstanding: 1,652
- Revenue Increase ('19-'20): 106%
- Gross Margin: -30.76%
- Net Margin: -10.67%
- Forward P/E: 153.85x
- EV/Revenue: 8.7x
- EV/GP: 225.37x
- EV/EBITDA: n/a

Industry Overview:
NIO operates in the electric vehicle industry with key players like Nikola Corporation, Li Auto, XPeng, and Tesla. The global electric car stock has been increasing, with a positive outlook for the future. There is a rise in consumer spending on electric vehicles, government support, and the commitment of original manufacturers to producing EVs.

Thesis Points:
1. Diverse sources of revenue: NIO generates income from car sales, NIO Power, and other services. They offer high-quality, AI-driven cars that outperform competitors.
2. Sticky customers: NIO offers battery leasing options, charging solutions, and an ecosystem to retain customers and create recurring revenue.
3. Software innovation: NIO invests in R&D, software development, and new product releases to stay ahead in the industry. They offer unique services like NIO House and a mobile app to enhance user experiences.

Overall, NIO is positioned well in the EV market, focusing on innovation, customer retention, and revenue diversification. The company faces risks as a new entrant but has potential for growth and success in the industry."
Kylie__The Gap__SIR.pdf,"Yishak Ali, Cory Gorczycki, Marla Blaesius, Mariya Shtiliyanova, Jonathan Liu, and Dylan Hu are analysts at SIR under the direction of Kylie Simms. They are analyzing The Gap, Inc. (NYSE: GPS) with a stock price of $23.01 as of October 21, 2021. The team has conducted a comprehensive analysis of the company, including its financials, market positioning, subsidiary brands, and industry trends. 

The analysts discovered that The Gap, Inc. is undervalued due to the market not fully pricing in the potential of its subsidiary brands, overlooked e-commerce growth, and the company's resilience to supply chain issues. The company operates multiple brands, including Gap, Banana Republic, Old Navy, and Athleta, each catering to different market segments. The Gap has a strong online presence and is adapting to the changing retail landscape.

The team highlighted the growth potential of Athleta, positioning it as a brand that could rival Lululemon in the athleisure market. They also emphasized Gap's successful collaborations with various brands and designers, including Yeezy and GQ, which have helped elevate the company's status in the fashion industry.

Furthermore, the analysts discussed Gap's digital transformation, emphasizing the importance of its e-commerce platform and the potential for growth in online sales. They also addressed the market's over-pessimism regarding supply chain issues, noting Gap's proactive measures to adapt to new global supply chains.

In terms of valuation, the analysts compared Gap to its competitors and conducted a DCF analysis to determine the company's intrinsic value. They concluded that Gap is undervalued compared to its peers, presenting an opportunity for investors.

Overall, the analysts' research suggests that The Gap, Inc. has strong growth potential and is currently trading below its intrinsic value, making it an attractive investment opportunity."
Lewis__MIME__SIR.pdf,"Summary:

The MIME Investment Intro presents a differentiated thesis for investing in Mimecast Limited, a cloud-based cybersecurity provider. Despite being deeply mispriced due to market pessimism, Mimecast has strong growth potential with a 4-year price target of $102.42, implying a 32.0% internal rate of return (IRR).

The investment summary for MIME includes key financial metrics such as the share price, market capitalization, enterprise value, revenue growth, and margins. Despite a recent security attack causing a share price drop, Mimecast is positioned for margin expansion and international market growth.

Mimecast is a best-in-class business with strong fundamentals, offering top-tier email defense subscription services to a diverse customer base. The company's product offerings and exceptional management team have earned Mimecast accolades for performance and excellence.

The industry overview highlights the tailwinds driving long-term growth for Mimecast as businesses prioritize cybersecurity for their online communication. The company is positioned to capitalize on the growing global cybersecurity market and benefit from improving margins and revenue retention.

The investment thesis focuses on three key points: market overreaction to a recent security breach, opportunities for public sector and international growth, and the potential for upselling growth and margin expansion. MIME's transition to serving larger clients and strategic acquisitions are expected to drive revenue growth and margin improvement.

The valuation overview predicts a $7 billion business by 2024, with a 32% IRR. Key assumptions include net revenue retention rate, new customer growth, and multiple expansion. Risks to the thesis include market perception of the security breach and competition from Microsoft, but confidence in Mimecast's management and product quality supports the investment thesis."
