Pitch,Summary
Connor__REGIS__SIR.pdf,"Summary:
1. Regis Corporation (RGS) is a recession-resistant business with a market cap of $974.51 M, currently trading at $17.71 per share. The company owns, operates, and franchises hairstyling and hair care salons in the US and internationally, with a stake in European salon schools and hair restoration businesses.
2. Despite operational improvements on the way, Regis is trading at less than 6x EV/EBITDA with a 1.50% dividend yield, making it cheap relative to its current earnings power.
3. Bad management practices have been masking the earnings power of Regis, with significant concerns raised by independent analysts and shareholders about management problems and related party transactions.
4. Starboard Value, an activist firm, has successfully engaged with Regis by obtaining three positions on the board and vowing to sell off non-core operations, reduce expenses by $70 million per year, and restore fiduciary duty. This activism is expected to unlock normal earnings power for Regis.
5. Taking into account the potential cost savings unlocked by Starboard, Regis is seen as a ""slam dunk"" investment opportunity, with the potential for significant upside based on the company's undervalued position and the operational improvements expected from the activist involvement.

In conclusion, Regis presents a compelling investment opportunity due to its recession-resistant nature, undervaluation relative to its earnings power, and the catalyst provided by Starboard Value to unlock normal earnings power through cost savings and operational improvements."
Greg__RIO__SIR.pdf,"Summary of RIO TINTO (RIO):

- On April 11, 2011, the closing price was $74.61. The current price is $57.58, a decrease of 22.82%.
- The reason for the pitch was to bet on the global economy and assume an economic recovery.
- Market Cap is $107.2 billion, PE ratio is 19.55 (previously 9.99), and Debt/Equity ratio is 26.5 (previously 22).
- The product segmentation and global footprint of RIO TINTO are significant factors.
- Industry-related risks, such as economic and commodity uncertainty, can create volatility.
- Recent concerns include a slowdown in China's GDP growth, with 30.7% dependence on China.
- RIO TINTO is still highly dependent on Iron Ore, facing fierce competition with Glencore and Xstrata merger.
- Other concerns include the African Minerals share price increase, OneSteel switching to Iron ore from Steel in Australia.
- Recommendations include selling due to high flux in the commodities market, new competitors entering the field, and the expected slowdown in the Chinese economy."
Ian__Teva__SIR.pdf,"Daniel Norton and Ian Townsend presented a detailed analysis of Teva, an Israeli pharmaceutical company with a focus on generic and branded healthcare products. They discussed Teva's three major divisions in the pharma industry, including generic drugs, proprietary drugs like Copaxone for multiple sclerosis, and active pharmaceutical ingredients. They highlighted the breakdown of Teva's revenue in 2011 and key products like Copaxone, Provigil, Nuvigil, and Plan B One-Step.

The presenters also talked about Israel's potential for investors, citing the strong banking sector, government surplus, and high R&D to GDP ratio. They discussed positive trends in the generic drug industry, Teva's M&A activity, and acquisitions made by the company in 2011. They noted that 2012 is seen as a good year to buy Teva due to widespread loss of patent protection for many popular drugs, which could lead to increased revenues for Teva.

The presentation included revenue projections for Teva's brand and generic drugs for 2012, based on historical sales data and assumptions about patent expiration and generic drug approvals. They recommended buying Teva as a long-term investment, with potential price appreciation from new generic products in 2012 and beyond. They provided conservative, moderate, and generous price targets for Teva stock, along with an average analyst target."
Jared__AxiaNetMedia__SIR.pdf,"Axia Netmedia, Inc. is a company operating in the Next Generation Network Solution sector. They own and operate networks, earning fees on the bandwidth used. The company has deployments in Alberta, France, Western Massachusetts, Spain, and Singapore, with $2 billion invested so far and 30,000 km of fiber. They have seen a 48% bandwidth usage growth year over year.

Opportunities for growth are seen in Europe and Singapore. The company's valuation is favorable with a P/B ratio of less than 1 and a 2-3% premium to net tangible assets. The NPV of current revenue shows a potential EBITDA of roughly $31 million, trading at around 3X EBITDA with a similar EV/EBITDA.

Despite being undervalued with strong downside potential, Axia's low trading volume, little investor interest, and doubts about future expansion potential have kept its stock price suppressed. However, as the company becomes more profitable and investor awareness increases, there is potential for significant appreciation in its stock price. The recommendation is to buy AXX.TO as a long-term hold with a target price of $2.50, more than 60% above current levels. Reevaluation is suggested for future profit potential."
Jared__Seracare__SIR.pdf,"Summary of Seracare Life Sciences (SRLS):

- Ticker: SRLS
- Market Cap: $66.38 million
- Share Price: $3.36
- Recommendation: Buy with a $4.30 price target

Business Model:
- Diagnostic and Biopharmaceutical Products
  - Tests efficacy of tests (20%)
  - Raw materials for drug trials and drugs (50%)
- Bioservices (30%)
  - Store samples for NIH and CDC

Corporate Strengths:
- High switching costs for products
- Strong reputation and partnerships
- Conservative management focused on shareholder value

Corporate Weaknesses:
- Dependency on top buyers
- History of bad management
- Regulatory risks

Corporate Opportunities:
- Growth in healthcare space
- Buyout/Divestment possibilities

Corporate Threats:
- Consolidation in Pharma
- Price cuts due to healthcare reform

Financials - Balance Sheet:
- Healthy balance sheet with assets of $45 million and liabilities of $6.4 million

A Tale of Two Years:
- Net Income and Cash Flow decreased in 2011 but have stabilized
- Revenues fell but stabilized

Investment Thesis:
- Strategic alternatives like buyout or divestment may offer upside
- Financials could return to 2010 levels

Valuation and Target Price:
- Target Price: $4.30
- Various valuation methods suggest prices around $4.20 to $4.40
- Recommendation to buy with a 30% upside from current market price

In conclusion, SRLS is recommended as a buy with a potential upside based on strong business fundamentals and possible strategic alternatives."
JaredConnor__Reading__SIR.pdf,"Reading International (RDI) is undervalued in the market as it is primarily seen as a cinema operator, but its true value lies in its underappreciated real estate holdings. With a stock price of $4.63 (86% of book value), investors have significant downside protection and potential for over 100% upside.

The company operates 57 cinemas, 471 screens, and four live theaters with stable operating income of around $20 million per year. In terms of real estate, RDI owns retail developments anchored around modern multiplexes, prime real estate occupied by legacy theaters, and undeveloped land. Less than 10% of its owned real estate is currently developed.

Compared to other cinema operators in the market, RDI has a lower market cap and EV/EBITDA ratio, making it an attractive investment opportunity. The company's real estate portfolio includes motels, legacy theaters in prime locations, retail developments, and undeveloped land, totaling 16.5 million sq. ft. with only 1.2 million sq. ft. developed.

One valuation methodology suggests that if RDI were to sell off its entire real estate portfolio to eliminate debt, it would result in significant equity value per share with a 157% upside potential. Catalysts for the company's growth include the sale or development of its real estate assets, such as the anticipated sale of certain cinemas and potential land sales.

While risks include competition from substitutes like Netflix, exchange rate fluctuations, and ownership structure concerns, RDI presents an attractive investment opportunity due to its small market cap, unique business model, diverse real estate portfolio, and hidden asset value. Investors can potentially get $185 million in real estate value for free by investing in RDI, which is currently trading below its book value with minimal downside risk and significant upside potential."
N_A__Abiomed__SIR.pdf,"Ticker Symbol: AMBD
Market Cap: $812 million
Recommendation: Buy
Target Price: $30

Company Overview:
- Growth stage medical device manufacturer
- Based in Danvers, Massachusetts, founded in 1981
- Primary product is the Impella, the world’s smallest heart pump and a replacement for a 50-year-old technology
- Impella used to supplement/replace heart output during cardiac distress or surgical procedures
- Company has similar products in the pipeline, including Symphony and the world’s first fully functional artificial heart

Strengths:
- Impella gaining market share rapidly (35% YoY revenue growth)
- Specialization in blood-moving technology with 72 patents
- Well-managed company with strong management

Weaknesses:
- Reliance on Impella as main product
- Regulatory hurdles for development stage products
- Decline in revenue for legacy ventricular assist devices

Opportunities:
- Growing market for company's products
- Potential market share increase for Impella
- Potential game-changers with Abiocor II and Symphony
- Possibility of a buyout due to synergies with other device manufacturers

Threats:
- Dependence on insurers and government regulations
- Potential for lawsuits due to product misuse or failures
- Competition and disruptive technologies in the space

Financial Statements:
Balance Sheet:
- $100 million in current assets
- $22.8 million in debt
- Solid financial position

Investment Thesis:
- Market not pricing in faster growth rate for Impella
- Expected market penetration for leading product
- Clinical trials show improved efficacy and lower costs
- Lack of competition in the space
- DCF analysis yields a valuation of $30.47/share for Impella alone

Catalysts:
- Continued outperformance as growth exceeds expectations
- Approval for Impella use in Japan
- Regulatory progress on Abiocor II and Symphony
- Potential buyout with strong synergies
- Past buyouts in the space at premiums of roughly 30%"
N_A__BestBuy__SIR.pdf,"Summary of Best Buy (BBY) – Hold Pitch 4/12/2012:

- Purchased 88 shares at $28.33, currently trading at $22.24 (after hours $22.29), resulting in a loss of -21.50% over one year.
- Bought at a level where the stock is trading around support, which is around $22.12.
- Reasons to hold include:
   - A steady dividend stock with dividends ranging from $0.15 to $0.16 every quarter, better than holding cash.
   - Trading around support level of $22.
   - CEO recently stepped down, new CEO expected to bring positive changes.
   - GAAP loss due to various factors like purchasing CPW’s stake in Best Buy Mobile, restructuring costs, and goodwill impairment from BBY Europe.
   - Fiscal FCF for 2012 was $2.5 billion, indicating potential for growth.
   - Potential growth in sales of big items, increasing shipping costs, growing online business, and closing 50 stores to shift towards Best Buy Mobile."
N_A__Gravity__SIR.pdf,"Summary:
Gravity Corp (GRVY) is a company that develops and publishes online games, with their main revenue source coming from Ragnarok Online, a popular multiplayer online role-playing game. The company was founded in 2000 and is based in Seoul, Korea. The market is currently undervaluing the long-awaited release of Ragnarok Online II, which is scheduled for a commercial release in March 2012. With significant potential value in RO2, there is a catalyst for investment as the market catches on. 

Financial data and valuations suggest that there is room for growth in the stock price, with potential for significant upside. The company has secured license fees and guaranteed payments from various licensees, indicating a positive outlook for future earnings. Despite risks associated with conflicts of interest due to Gungho Entertainment Group's majority stake in Gravity, the company has remained profitable and managed to maintain solid financial footing. 

Overall, there is an opportunity for investors to participate in the potential growth of Gravity Corp, benefiting from the upside while being protected by the company's substantial assets. Price targets for the stock range from a conservative $3.43 to a high-growth target of $10.00, indicating significant upside potential for investors."
N_A__Xinyuan__PDF.pdf,"Xinyuan Real Estate, ticker symbol XIN, is a real estate developer in China that focuses on Tier 2 and 3 cities. Founded in the late 1990s, they purchase land from the Chinese government to develop high-rise housing projects. Despite being undervalued in the market at a current price of $2.82, XIN has a target price of $4.20.

With a market cap of $208 million, XIN has a net income of $103 million and a cash reserve of $487 million. The company's property under development is valued at $761.9 million. However, there are concerns about fraud and the Chinese housing bubble affecting XIN's valuation.

Despite these concerns, XIN is considered not to be a fraud due to its IPO process, the reputable auditor Ernst & Young, and the CFO's background. The company has also been transparent about its financial performance and engages in shareholder-friendly practices. In terms of the housing bubble, XIN has limited exposure to high-risk areas and is prepared to capitalize on lower land prices.

Overall, XIN's net cash is almost equal to its market cap, which limits downside potential. The stock seems to be pricing in losses that may not occur on the assumed scale. With $950 million in net tangible assets and strong earnings potential, XIN could be worth significantly more than its current share price suggests."
NA__Apple__SIR.pdf,"Summary of Apple (AAPL) - Hold Pitch
On March 29, 2012, 7 shares of Apple stock were purchased at $351.69 each. Currently, the stock is trading at $609.86, with an after-hours price of $610.68. This represents a gain of 75.61% over the course of one year.

Reasons to Hold Apple Stock:
1. Updated target price at $652.14, indicating more potential for upside.
2. Huge potential in China, with the possibility of selling as many as 40 million iPhones due to increased interest in Apple products.
3. Earnings report scheduled for April 18, 2012, with historically positive growth leading up to earnings.
4. Investors are enthusiastic about Apple, with very little downside risk and a lot of hype surrounding the company.
5. Anticipated new products such as Mountain Lion OSX, Apple TV, iPad 3, and iPhone 5 (expected in June).
6. Dividend announcement, with dividends beginning on July 1 at $2.65 per share.

Overall, the recommendation is to hold Apple stock based on the potential for growth, positive investor sentiment, upcoming product releases, and the introduction of dividends."
NA__BBY__SIR.pdf,"Best Buy (BBY) was pitched as a ""Hold"" on April 12, 2012. The summary of holdings shows that 88 shares were bought at $28.33, but the stock is now trading at $22.24 (after hours at $22.29), resulting in a loss of -21.50% over the course of 1 year.

The decision to hold the stock is supported by several factors:
- Best Buy is considered a steady dividend stock, paying out $0.15 -$0.16 every quarter, which is better than just holding the money in cash.
- The stock is currently trading around support at around $22.
- The CEO recently stepped down, and the company is looking for a new CEO.
- The GAAP loss was due to purchasing CPW’s stake in Best Buy Mobile, restructuring costs, and goodwill impairment from BBY Europe.
- Fiscal FCF for 2012 was $2.5 billion.
- There is potential for growth in the company, with sales of big items increasing and shipping costs on the rise, a growing online business, and the company closing 50 stores and shifting towards Best Buy Mobile. 

Overall, despite the current loss in stock value, holding Best Buy shares is supported by its stable dividend payments, potential for growth, and strategic business decisions."
NA__ChinaPharm__SIR.pdf,"Summary of China Botanic Pharmaceutical Inc (CBP) Business Operations:

- CBP is engaged in selling traditional Chinese medicine products, divided into three categories: Botanical Antidepressants, Biopharmaceutical products, and Traditional Chinese Medicines.
- Botanical Antidepressants are the primary products, holding 68% of revenue and 51% market share, including products like Siberian Ginseng Series.
- Biopharmaceutical products contribute 14% of revenues, with unique products like Badger oil and Ginseng and Venison Extract.
- Traditional Chinese Medicines make up 18% of revenues, featuring products like Banlangen, Honeysuckle, and Shengmai.
- CBP has a strong competitive positioning in the market, controlling a significant portion of Siberian Ginseng supply.
- The company is focused on research and development to create new antidepressants and improve cultivation methods.
- CBP has three GMP-certified production plants and is building a new factory to cater exclusively to Siberian Ginseng products.
- Sales are conducted through 3000 distributors and 70 sales centers across China.
- In 2011, CBP saw strong sales growth with increased margins and brand loyalty.
- The company has been designated as a supplier of essential medicines and is working towards a direct sales system to lower costs.
- CBP has a strong management team and has been recognized for sound financial practices.
- Recent earnings show growth in net income and sales, with plans for expansion and an investor relations campaign.
- Assumptions for DCF analysis include a discount rate of 18%, revenue growth, capital expenditures, tax rate, and expenses.

Overall, CBP is well-positioned to capitalize on market opportunities in the traditional Chinese medicine sector and has shown strong growth and profitability in recent years."
NA__InternetPatents__SIR.pdf,"Internet Patents Corporation (PTNT) – Sell Pitch 2/19/2012

The recommendation to sell PTNT is based on several factors:

1. Currently sitting on a small approximately 1% gain.
2. The original thesis has changed and the stock is now fairly valued.
   - The asset sale of Bankrate.com (essentially their entire operations) was expected to lead to a larger than cash balance. While the sale did go through and the stock price did rise initially, the company incurred larger than expected taxes in the transaction, reducing the margin of error for investors.
   - After employee options are exercised, diluting current shareholders, the company will be slightly below cash running a patent-licensing business that will likely burn cash for at least 12 months.
3. Locking in a small gain over a short time period and allocating the funds elsewhere is recommended. There are too many good ideas in the market to keep cash in PTNT.

In summary, the sell pitch for Internet Patents Corporation (PTNT) on 2/19/2012 is based on the changing thesis, the company's financial position post-asset sale, and the need to reallocate funds to potentially more promising opportunities in the market."
NA__LYB__SIR.pdf,"Summary of LyondellBasell (LYB) Sell Pitch:

On 10/17/2011, 55 shares of LyondellBasell were purchased at $29.0097 per share. The investment thesis was based on LYB being undervalued relative to its peers (trading at 6x) and potentially being a takeover target due to its low debt. After conducting a DCF and comparable analysis, the price target was set at $36.

Currently, LYB is trading at $44.71 per share, exceeding the target price. There are no indications of a takeover by another company. LYB no longer trades at a discount relative to its peers, now trading at roughly 8.5x. The stock is trading near its 52-week high of $45.12 per share."
Nathan__PerfectWorld__SIR.pdf,"Perfect World Co. (PWRD) Summary:

- Chinese online game developer and operator
- Specializes in producing free-to-play (F2P) online MMORPGs
- Revenue generated from selling in-game items to enhance gameplay
- Over a quarter of revenue comes from overseas licensing agreements
- Market Cap: 72.3 million

Strengths:
- Offers dividends and buyback opportunities
- Attractive F2P model that attracts new and dedicated gamers
- Positioned to benefit from China's growing online user base
- Potential for overseas expansion
- Benefiting from projected growth in the video game industry

Weaknesses:
- Faces competition from companies like Tencent and others
- Fraud allegations raised in January 2012 under investigation
- Stock prices have remained stagnant since September

Competitors:
- Tencent, NetEase, Changyou, and others

Analysis:
- Perfect World Co. shows higher earnings, profitability, and better pricing compared to competitors
- Slightly more leveraged with debt
- Trading at a 30% premium above 52-week low
- Catalysts include a share buyback opportunity and potential growth in emerging markets

Conclusion:
- Buy at $12/share
- Consider taking advantage of the share buyback
- Positioned as a growth-value play with low downside risk
- Reevaluate position after the share buyback is complete
- Price target: $20"
Robert__Sandstorm__PDF.pdf,"Summary of Robert Boling, Peter Chase, Connor Haley, Eric Hendey, and Kavya Shankar:

The group is considering investing in Sandstorm Gold Ltd., a company with a market cap of 149.07M that trades on the Toronto Stock Exchange. They are considering buying the Pink Sheets for an American Exchange. Sandstorm provides investment capital to late-stage mining and gas development companies in exchange for minimum future payments and deep in the money call options. The company has a unique and attractive business model, experienced management team, and structural effects that mask the long-term value of investments. They operate on a streaming model and commodity purchase agreements, providing advantages for Sandstorm and the mining companies they work with.

Sandstorm has entered into a Copper Stream agreement with Donner Metals Ltd for $20M, with an option to purchase 17.5% of all copper for the life of the mine at the Bracemac-McLeod Property for $0.80/lb. The company uses conservative production values to determine IRR for their investments, generating IRRs of 23% for 2P, 5 years; 35% for M&I, 10 years; and 46% for Inferred, 15 years.

The CEO of Sandstorm, Nolan Watson, has a strong track record in the industry and has raised over $240 million for the company. Sandstorm aims to acquire and develop undervalued coal resources in the Central Appalachia region. Despite a decline in the price of thermal coal, the company has a solid business model and strong diversification. The group analyzed various deals and computed expected returns for each, with the most conservative price target being $0.74. They used historical data to project commodity prices and considered the standard deviation in their analysis. Ultimately, they found Sandstorm to have an extremely attractive price with minimal risk of capital loss and significant upside potential."
